block_id,mode,line_group,block_number,asset_class_new,depot_code,service_id,service_day,prev_trip_id,next_trip_id,prev_route_short_name,next_route_short_name,prev_trip_end_stop_code,next_trip_start_stop_code,prev_trip_end_stop_name,next_trip_start_stop_name,stop_code,candidate_name,start_sec,end_sec,event_type,soc_start_pct,soc_end_pct,charged_kwh,duration_sec,duration_min,start_dt,end_dt,assigned,dispenser_idx,reject_reason,installed_dispensers
2160369,heavy,100.0,1.0,40-ft,HTC,1,MF,14842066,14842113,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,25770,26310,in_service_layover,66.1197527887524,72.01613976185286,33.25562252828655,540,9.0,07:09:30,07:18:30,True,1,,2
2160383,heavy,100.0,2.0,40-ft,HTC,1,MF,14842030,14842083,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,26790,27090,in_service_layover,66.30493060721876,69.7378137842393,19.361461118395823,300,5.0,07:26:30,07:31:30,True,2,,2
2160376,heavy,100.0,3.0,40-ft,HTC,1,MF,14842031,14842156,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,27630,27930,in_service_layover,67.1150612870742,70.49465798580593,19.06092538084704,300,5.0,07:40:30,07:45:30,True,1,,2
2164321,heavy,410.0,10.0,40-ft,HTC,1,MF,14870639,14870615,388,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,27990,28230,in_service_layover,66.852715722662,69.60336104100502,15.513639595454606,240,4.0,07:46:30,07:50:30,True,2,,2
2160859,heavy,152.0,1.0,40-ft,PCT,1,MF,14850649,14850623,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,28050,28710,in_service_layover,63.139236147907965,70.60001932941003,42.0788171436717,660,11.0,07:47:30,07:58:30,True,1,,2
2160367,heavy,100.0,4.0,40-ft,HTC,1,MF,14842059,14842155,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,28710,29490,in_service_layover,68.01955482859316,75.73259916891143,43.50157007939504,780,13.0,07:58:30,08:11:30,True,2,,2
2160454,heavy,410.0,16.0,40-ft,HTC,1,MF,14843614,14843668,104,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,29130,29610,in_service_layover,69.73313193871249,74.63456458239597,27.64408011037483,480,8.0,08:05:30,08:13:30,True,1,,2
2160450,heavy,410.0,4.0,40-ft,HTC,1,MF,14873210,14874084,410,418,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,29310,29610,in_service_layover,57.28686473587919,61.22494287920086,22.210760728334208,300,5.0,08:08:30,08:13:30,False,,busy,2
2160377,heavy,100.0,5.0,40-ft,HTC,1,MF,14842032,14842117,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,29610,30150,in_service_layover,68.05549602910362,73.70835373717176,31.882117473504252,540,9.0,08:13:30,08:22:30,True,2,,2
2160451,heavy,388.0,1.0,40-ft,HTC,1,MF,14870638,14873329,388,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,29670,29970,in_service_layover,66.50286962830155,69.92288279175081,19.28887424185382,300,5.0,08:14:30,08:19:30,True,1,,2
2165259,heavy,151.0,51.0,40-ft,PCT,1,MF,14846537,14846456,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,30210,30810,in_service_layover,66.95444350993878,73.30318077293423,35.8068781632943,600,10.0,08:23:30,08:33:30,True,1,,2
2160373,heavy,100.0,6.0,40-ft,HTC,1,MF,14842050,14842148,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,30390,30990,in_service_layover,67.2805655912502,73.58343262016092,35.54817004305647,600,10.0,08:26:30,08:36:30,True,2,,2
2160470,heavy,388.0,2.0,40-ft,HTC,1,MF,14843575,14870613,104,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,30630,31830,in_service_layover,63.56178949187201,75.46057363361362,67.10914255942271,1200,20.0,08:30:30,08:50:30,False,,busy,2
2160858,heavy,152.0,51.0,40-ft,PCT,1,MF,14850651,14850625,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,30690,31110,in_service_layover,67.70333706237876,72.25766699171558,25.686420801459576,420,7.0,08:31:30,08:38:30,False,,busy,2
2160452,heavy,410.0,2.0,40-ft,HTC,1,MF,14873248,14873345,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,30690,31350,in_service_layover,54.00939474053259,62.53892137940834,48.10653024325927,660,11.0,08:31:30,08:42:30,False,,busy,2
2160381,heavy,100.0,10.0,40-ft,HTC,1,MF,14842033,14842091,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,30810,31590,in_service_layover,67.46574340971657,75.28208528454553,44.08416817403531,780,13.0,08:33:30,08:46:30,True,1,,2
2160375,heavy,100.0,7.0,40-ft,HTC,1,MF,14842060,14842173,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,31230,32010,in_service_layover,67.46574340971657,75.28208528454553,44.08416817403531,780,13.0,08:40:30,08:53:30,True,2,,2
2160418,heavy,152.0,5.0,40-ft,PCT,1,MF,14842603,14842545,101,101,58322,52373,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 5,58322,22nd Street Station,31290,31710,in_service_layover,66.07170868346273,70.78228897872302,26.56767286526798,420,7.0,08:41:30,08:48:30,False,,busy,2
2162326,heavy,410.0,21.0,40-ft,HTC,1,MF,14873296,14874100,410,418,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,31350,31770,in_service_layover,63.130039043191886,68.10575814424529,28.063055729941198,420,7.0,08:42:30,08:49:30,False,,busy,2
2160456,heavy,410.0,30.0,40-ft,HTC,1,MF,14843566,14843635,104,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,31470,31830,in_service_layover,69.39109527365098,73.20348469217511,21.501876320476185,360,6.0,08:44:30,08:50:30,False,,busy,2
2160881,heavy,152.0,54.0,40-ft,PCT,1,MF,14850652,14850626,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,31890,32310,in_service_layover,67.94552760635189,72.47610585592051,25.552461327567073,420,7.0,08:51:30,08:58:30,True,1,,2
2160466,heavy,410.0,24.0,40-ft,HTC,1,MF,14874069,14874086,418,418,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,32130,32970,in_service_layover,64.28710344576021,73.20643936451701,50.30505458178834,840,14.0,08:55:30,09:09:30,True,2,,2
2160455,heavy,410.0,35.0,40-ft,HTC,1,MF,14843590,14843658,104,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,32370,33210,in_service_layover,69.73313193871249,77.56602404427603,44.177511475378424,840,14.0,08:59:30,09:13:30,True,1,,2
2160369,heavy,100.0,1.0,40-ft,HTC,1,MF,14841976,14842106,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,32490,32790,in_service_layover,64.53660427067689,68.08018546648536,19.985797944359717,300,5.0,09:01:30,09:06:30,False,,busy,2
2160471,heavy,410.0,12.0,40-ft,HTC,1,MF,14873242,14873347,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,32610,33030,in_service_layover,54.00939474053259,59.528079731334905,31.12538334812507,420,7.0,09:03:30,09:10:30,False,,busy,2
2160859,heavy,152.0,1.0,40-ft,PCT,1,MF,14850654,14850636,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,32970,33510,in_service_layover,68.45475331184485,74.05623346459748,31.592348061524774,540,9.0,09:09:30,09:18:30,True,2,,2
2160450,heavy,410.0,4.0,40-ft,HTC,1,MF,14874049,14870624,418,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,33030,33630,in_service_layover,52.91932631404838,60.749858769889364,44.16420305094317,600,10.0,09:10:30,09:20:30,False,,busy,2
2162187,heavy,410.0,3.0,40-ft,HTC,1,MF,14873209,14873348,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,33150,33930,in_service_layover,55.09904139005714,64.95182327229818,55.56968981583947,780,13.0,09:12:30,09:25:30,False,,busy,2
2160383,heavy,100.0,2.0,40-ft,HTC,1,MF,14841983,14842131,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,33330,33690,in_service_layover,61.8510394464029,66.25167494665801,24.819584221438845,360,6.0,09:15:30,09:21:30,True,1,,2
2160449,heavy,410.0,31.0,40-ft,HTC,1,MF,14874060,14874101,418,418,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,33870,34110,in_service_layover,62.69669824421681,65.64720896553044,16.640880468208877,240,4.0,09:24:30,09:28:30,True,2,,2
2160828,heavy,152.0,15.0,40-ft,PCT,1,MF,14850655,14850627,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,33990,34710,in_service_layover,69.03447550460933,76.083951112587,39.75904242899401,720,12.0,09:26:30,09:38:30,True,1,,2
2160453,heavy,410.0,15.0,40-ft,HTC,1,MF,14873238,14873350,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,34110,34890,in_service_layover,53.56808967665214,63.551656567939375,56.30731726685997,780,13.0,09:28:30,09:41:30,True,2,,2
2160376,heavy,100.0,3.0,40-ft,HTC,1,MF,14841982,14842103,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,34170,34530,in_service_layover,62.54135573749559,66.89303263554555,24.543457705001742,360,6.0,09:29:30,09:35:30,False,,busy,2
2160458,heavy,123.0,21.0,40-ft,HTC,1,MF,14843587,14843666,104,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,34170,35010,in_service_layover,66.44179341783214,74.94001664232958,47.92997898616551,840,14.0,09:29:30,09:43:30,False,,busy,2
2162184,heavy,388.0,4.0,40-ft,HTC,1,MF,14870651,14870625,388,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,34830,35430,in_service_layover,66.852715722662,73.21570842090172,35.88727881807205,600,10.0,09:40:30,09:50:30,True,1,,2
2160374,heavy,100.0,8.0,40-ft,HTC,1,MF,14842063,14842081,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,35010,35430,in_service_layover,67.29945634609068,71.89307421836244,25.90800479961274,420,7.0,09:43:30,09:50:30,True,2,,2
2160918,heavy,160.0,3.0,40-ft,PCT,1,MF,14850656,14850628,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,35190,35910,in_service_layover,65.27816526526541,72.96734903274425,43.36699644858072,720,12.0,09:46:30,09:58:30,False,,busy,2
2160653,heavy,151.0,5.0,40-ft,PCT,1,MF,14846502,14846460,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,35310,35550,in_service_layover,68.63060537309129,71.28606193128212,14.976774988196269,240,4.0,09:48:30,09:52:30,False,,busy,2
2160456,heavy,410.0,30.0,40-ft,HTC,1,MF,14843558,14873377,104,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,35370,35790,in_service_layover,65.32961857570275,70.1090945019619,26.956244224101567,420,7.0,09:49:30,09:56:30,False,,busy,2
2160367,heavy,100.0,4.0,40-ft,HTC,1,MF,14841975,14842166,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,35670,36210,in_service_layover,65.75087435168766,71.69262214743894,33.511457568037315,540,9.0,09:54:30,10:03:30,True,1,,2
2160561,heavy,410.0,17.0,40-ft,HTC,1,MF,14873221,14873378,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,35790,36690,in_service_layover,53.56808967665214,64.92707334255891,64.06466787571418,900,15.0,09:56:30,10:11:30,True,2,,2
2160468,heavy,410.0,39.0,40-ft,HTC,1,MF,14873290,14843625,410,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,36030,36810,in_service_layover,63.47207570825339,72.01096111830041,48.15931371266521,780,13.0,10:00:30,10:13:30,False,,busy,2
2160648,heavy,151.0,13.0,40-ft,PCT,1,MF,14846533,14846459,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,36090,36510,in_service_layover,66.74105550988241,71.38832984819256,26.210627268069118,420,7.0,10:01:30,10:08:30,False,,busy,2
2160377,heavy,100.0,5.0,40-ft,HTC,1,MF,14842049,14842130,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,36390,37110,in_service_layover,65.45685104090644,73.11639147667037,43.199808057708594,720,12.0,10:06:30,10:18:30,True,1,,2
2160414,heavy,152.0,6.0,40-ft,PCT,1,MF,14842607,14842548,101,101,58322,52373,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 5,58322,22nd Street Station,36390,37110,in_service_layover,68.90970642918765,75.98098943458629,39.88203615044836,720,12.0,10:06:30,10:18:30,False,,busy,2
2160808,heavy,183.0,9.0,40-ft,PCT,1,MF,14850657,14850637,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,36510,36810,in_service_layover,66.53601986377339,69.9538680215913,19.276663610093067,300,5.0,10:08:30,10:13:30,False,,busy,2
2160461,heavy,410.0,11.0,40-ft,HTC,1,MF,14870635,14870626,388,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,36570,37290,in_service_layover,56.389455528934576,65.43159408340887,50.997661447234975,720,12.0,10:09:30,10:21:30,False,,busy,2
2160373,heavy,100.0,6.0,40-ft,HTC,1,MF,14842052,14842127,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,37110,37950,in_service_layover,65.74743710634142,74.38261319090452,48.702393116935866,840,14.0,10:18:30,10:32:30,True,2,,2
2160474,heavy,410.0,29.0,40-ft,HTC,1,MF,14873199,14873379,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,37170,37590,in_service_layover,55.16645914310091,60.67704016948778,31.079676988821973,420,7.0,10:19:30,10:26:30,True,1,,2
2160449,heavy,410.0,31.0,40-ft,HTC,1,MF,14874075,14873380,418,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,37230,38490,in_service_layover,57.34159240037796,71.49930196293288,79.84948193280968,1260,21.0,10:20:30,10:41:30,False,,busy,2
2160652,heavy,151.0,7.0,40-ft,PCT,1,MF,14846508,14846474,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,37290,37710,in_service_layover,68.75069448626849,73.20127130621145,25.101253264478316,420,7.0,10:21:30,10:28:30,False,,busy,2
2160451,heavy,388.0,1.0,40-ft,HTC,1,MF,14873233,14843624,410,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,37470,38610,in_service_layover,53.48246347396957,67.40287090709846,78.511097922847,1140,19.0,10:24:30,10:43:30,False,,busy,2
2160823,heavy,151.0,4.0,40-ft,PCT,1,MF,14842608,14842549,101,101,58322,52373,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 5,58322,22nd Street Station,38190,38910,in_service_layover,68.37788198799923,75.54168278352994,40.40383648679318,720,12.0,10:36:30,10:48:30,True,1,,2
2160803,heavy,152.0,13.0,40-ft,PCT,1,MF,14850658,14850629,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,38370,38610,in_service_layover,61.17680728503222,64.19918046304488,17.046184723991416,240,4.0,10:39:30,10:43:30,True,2,,2
2164321,heavy,410.0,10.0,40-ft,HTC,1,MF,14870649,14870627,388,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,38430,39030,in_service_layover,54.44755157848342,62.22707486659766,43.87651134496434,600,10.0,10:40:30,10:50:30,False,,busy,2
2160653,heavy,151.0,5.0,40-ft,PCT,1,MF,14846501,14846458,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,38490,38910,in_service_layover,64.99652233128563,69.8064820585577,27.128172861814505,420,7.0,10:41:30,10:48:30,False,,busy,2
2160375,heavy,100.0,7.0,40-ft,HTC,1,MF,14842018,14842136,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,38550,38910,in_service_layover,68.69473608349995,72.56721834822582,21.840799973053947,360,6.0,10:42:30,10:48:30,False,,busy,2
2160452,heavy,410.0,2.0,40-ft,HTC,1,MF,14873293,14873381,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,38670,39330,in_service_layover,46.0985020616271,54.60661943085795,47.985781962462,660,11.0,10:44:30,10:55:30,True,2,,2
2160369,heavy,100.0,1.0,40-ft,HTC,1,MF,14842009,14842165,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,39270,39690,in_service_layover,64.65136816921006,69.49262709071107,27.304700317265656,420,7.0,10:54:30,11:01:30,True,1,,2
2160459,heavy,410.0,41.0,40-ft,HTC,1,MF,14873258,14873382,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,39330,40170,in_service_layover,59.98016503773582,69.70756911410591,54.86255899072728,840,14.0,10:55:30,11:09:30,True,2,,2
2160648,heavy,151.0,13.0,40-ft,PCT,1,MF,14846532,14846457,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,39690,40110,in_service_layover,68.98649428793362,73.4133403128425,24.967411580486043,420,7.0,11:01:30,11:08:30,True,1,,2
2160383,heavy,100.0,2.0,40-ft,HTC,1,MF,14842008,14842129,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,39990,40650,in_service_layover,61.33814082494645,69.0572313217425,43.535670401929735,660,11.0,11:06:30,11:17:30,False,,busy,2
2160805,heavy,152.0,10.0,40-ft,PCT,1,MF,14850659,14850630,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,40110,40410,in_service_layover,61.40053128657934,65.12981430746709,21.033156237806907,300,5.0,11:08:30,11:13:30,True,1,,2
2160471,heavy,410.0,12.0,40-ft,HTC,1,MF,14873259,14873383,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,40110,41070,in_service_layover,44.22778807614359,56.64598894593658,70.03865290563246,960,16.0,11:08:30,11:24:30,False,,busy,2
2160468,heavy,410.0,39.0,40-ft,HTC,1,MF,14843576,14843630,104,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,40170,40410,in_service_layover,64.13709500182806,67.01950185753358,16.256774666179183,240,4.0,11:09:30,11:13:30,True,2,,2
2160465,heavy,388.0,5.0,40-ft,HTC,1,MF,14870652,14870628,388,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,40470,40830,in_service_layover,65.39845706488885,69.53918881657,23.353727079481757,360,6.0,11:14:30,11:20:30,True,1,,2
2160652,heavy,151.0,7.0,40-ft,PCT,1,MF,14846531,14846473,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,40890,41310,in_service_layover,66.91173170621497,71.5426872975756,26.11858953527394,420,7.0,11:21:30,11:28:30,True,2,,2
2160376,heavy,100.0,3.0,40-ft,HTC,1,MF,14841973,14842126,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,40890,41550,in_service_layover,62.318579179263025,69.8980495140793,42.74821268836382,660,11.0,11:21:30,11:32:30,True,1,,2
2162187,heavy,410.0,3.0,40-ft,HTC,1,MF,14873204,14873384,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,41070,41970,in_service_layover,49.651531617106855,61.27690409924487,65.56710079925841,900,15.0,11:24:30,11:39:30,False,,busy,2
2160374,heavy,100.0,8.0,40-ft,HTC,1,MF,14842017,14842125,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,41850,42450,in_service_layover,66.161130878852,72.62035881901757,36.43004558253381,600,10.0,11:37:30,11:47:30,True,2,,2
2162641,heavy,701.0,10.0,40-ft,PCT,1,MF,14850660,14850616,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,41910,42210,in_service_layover,69.66105683577155,72.86266925304166,18.057094033403473,300,5.0,11:38:30,11:43:30,True,1,,2
2160451,heavy,388.0,1.0,40-ft,HTC,1,MF,14843597,14843623,104,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,41970,42210,in_service_layover,59.529004790626104,62.63113098360673,17.49599172841073,240,4.0,11:39:30,11:43:30,False,,busy,2
2160453,heavy,410.0,15.0,40-ft,HTC,1,MF,14873288,14873385,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,42030,42870,in_service_layover,48.251364912748045,59.15847315885713,61.51609050805524,840,14.0,11:40:30,11:54:30,False,,busy,2
2160653,heavy,151.0,5.0,40-ft,PCT,1,MF,14846500,14846454,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,42090,42510,in_service_layover,67.53601962946712,72.10667410052325,25.778491216756606,420,7.0,11:41:30,11:48:30,False,,busy,2
2160470,heavy,388.0,2.0,40-ft,HTC,1,MF,14870653,14870629,388,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,42270,42630,in_service_layover,60.80691251036308,65.28159956636568,25.23723499585475,360,6.0,11:44:30,11:50:30,True,1,,2
2160367,heavy,100.0,4.0,40-ft,HTC,1,MF,14842007,14842164,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,42750,43290,in_service_layover,66.21068477998274,72.09583881648963,33.19226876589886,540,9.0,11:52:30,12:01:30,True,2,,2
2160456,heavy,410.0,30.0,40-ft,HTC,1,MF,14873205,14873386,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,42930,43830,in_service_layover,54.80880284677057,66.02621921034246,63.266228290545484,900,15.0,11:55:30,12:10:30,True,1,,2
2160648,heavy,151.0,13.0,40-ft,PCT,1,MF,14846530,14846453,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,43290,43710,in_service_layover,67.123800712846,71.73437991539816,26.003666702394128,420,7.0,12:01:30,12:08:30,True,2,,2
2160377,heavy,100.0,5.0,40-ft,HTC,1,MF,14841988,14842112,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,43650,44250,in_service_layover,68.22888490925777,74.39687657798714,34.78747301163361,600,10.0,12:07:30,12:17:30,False,,busy,2
2160468,heavy,410.0,39.0,40-ft,HTC,1,MF,14843578,14843634,104,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,43770,44010,in_service_layover,59.14563574106122,62.264683465319614,17.591429164817328,240,4.0,12:09:30,12:13:30,True,2,,2
2160561,heavy,410.0,17.0,40-ft,HTC,1,MF,14873216,14873387,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,43770,44730,in_service_layover,49.62678168736759,61.97369908022623,69.63661409572273,960,16.0,12:09:30,12:25:30,False,,busy,2
2160859,heavy,152.0,1.0,40-ft,PCT,1,MF,14850653,14850631,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,43830,44010,in_service_layover,62.219044500728636,64.47014221346875,12.696191099854275,180,3.0,12:10:30,12:13:30,True,1,,2
